,Total area of the country (excl. coastal water) (1000 ha),Rural population (1000 inhab),Urban population (1000 inhab),Population density (inhab/km2),GDP per capita (current US$/inhab),"Agriculture, value added (% GDP) (%)",Human Development Index (HDI) [highest = 1] (-),National Rainfall Index (NRI) (mm/yr),Total renewable water resources per capita (m3/inhab/yr),Dam capacity per capita (m3/inhab),Agricultural water withdrawal (10^9 m3/year),Industrial water withdrawal (km<sup>3</sup>/year or 10<sup>9</sup>m<sup>3</sup>/year),Municipal water withdrawal (km<sup>3</sup>/year or 10<sup>9</sup>m<sup>3</sup>/year),Total water withdrawal (10^9 m3/yr),Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant),Agricultural water withdrawal as % of total water withdrawal (%),SDG 6.4.2. Water Stress (%),SDG 6.4.1. Water Use Efficiency (US$/m3),SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3),SDG 6.4.1. Industrial Water Use Efficiency (US$/m3),Total population with access to safe drinking-water (JMP) (%),Rural population with access to safe drinking-water (JMP) (%),Urban population with access to safe drinking-water (JMP) (%),"Mortality rate, infant (per 1,000 live births)",Net official development assistance and official aid received (current US$),nutrient security,population ages0-14,Population ages 65 and above (_ of total population),Resilience and securityStorage drought duration index(Total dam capacity_km3),latitude,longitude,water security index
12,0.022090315879234927,0.013164834057806657,0.15878553191480355,0.045078575680716604,0.4530956073616558,0.01987269879630841,0.9221854304635762,0.43907178525431007,0.006413993892227784,0.006628164025480417,0.07911337209302326,0.049845440494590415,0.2113681507413057,0.10702330018064529,0.117873370117476,0.6717252391493487,0.012062969784659292,0.15019915773691736,0.010768746405217867,0.014999358772847863,1.0,1.0,1.0,0.003452243958573073,0.18885922612126926,0.16455696202531644,0.016507663971626448,1.0,0.03737808311934191,0.728345976949606,0.8829039113106262,4
13,0.15935440364627654,0.00843146859642919,0.013056648550534854,0.0005790812634506608,0.11447277013586916,0.0762706698391624,0.7350993377483444,0.0709096866032492,0.012397091965722216,0.12915498705398654,0.018154069767441862,0.02755023183925812,0.03409402675504538,0.028105474142309385,0.2392552326044866,0.5868334592529368,0.00958148187754699,0.019339169912001755,0.0006119783448467269,0.0012045757275993684,0.8989751098096631,0.8464912280701754,0.9812206572769954,0.09321058688147298,0.08814303233697486,0.03375527426160337,0.3965939281823209,0.23165309129293515,0.09500458523335016,0.8399498600559021,0.6799868570404445,3
14,0.019332096930691853,0.009365723816907763,0.028580208021328383,0.011479412679694028,0.10024779368927969,0.1749489533526157,0.7350993377483444,0.8954967575750729,0.03822212659819463,0.020900940611851507,0.003640988372093023,0.0070453374549201446,0.018387234836429876,0.007203866626561231,0.03377525981238849,0.4588154654839498,0.0010038336515178466,0.12386446284882312,0.01581589420001121,0.009710776162928793,0.9692532942898976,0.9166666666666667,1.0,0.06098964326812428,0.0763178471112001,0.24050632911392406,0.3281662181958566,0.20371602436291864,0.026678588154542503,0.4261243466835185,0.7797029463556735,3
15,2.339456275269783e-06,0.0002805711764751149,0.00017309546817016912,0.17636866443295465,0.06915606820952888,0.09244290230914083,0.5794701986754965,0.1942235126646632,0.0001446693032128154,0.0,0.0,1.287995878413189e-06,5.487088879865675e-05,0.0,0.0009342502142796662,0.0,0.0050556177715137636,0.07691767152522865,0.015628953790807008,0.15823444413617677,0.979502196193265,0.9769736842105263,0.9882629107981221,0.07364787111622555,0.08400834494801056,0.12236286919831224,0.22331732847535354,0.11215844004730273,0.0,0.41660550311390965,0.697900540226844,3
16,0.09146455226608508,0.0010419223263914094,0.0025751678296839792,0.0,0.03995660122049735,0.20119497522360752,0.630794701986755,0.043512890616173715,0.023600002546445387,0.002395145427891682,0.00036824127906976746,0.0007041044135325433,0.0009787594789460398,0.0006365358154550738,0.03090144519352616,0.5194017831921923,0.0011548352898761568,0.04424353904658826,0.007191161560863285,0.0025573572679311284,0.4685212298682284,0.4934210526315789,0.24882629107981225,0.16570771001150753,0.11526976146779537,0.3206751054852321,0.4527326988672131,0.1145817076534606,0.00029708652003189044,0.8290197678713289,0.7850252760163746,2
17,0.039556111566330314,0.04176517656200409,0.020221446992210578,0.009894483822613584,0.01013356145222524,0.5477011716652701,0.33609271523178813,0.6511851232573378,0.043510533306750504,0.008174410903008581,0.0429796511627907,0.0021397904860037784,0.04556204251396464,0.04387090517521752,0.12074987249231074,0.8901457392211021,0.0018665518400712811,0.0029460232883101057,0.0025949109155564078,0.004999925607359768,0.7115666178623719,0.7192982456140351,0.8286384976525822,0.43383199079401613,0.24022771514445732,0.37130801687763715,0.39718353846308735,0.17051446159588937,0.018455014624381032,0.7784971383014196,0.5636465952053801,2
18,0.008592822899065914,0.026430271058702205,0.006526445309647742,0.024217430845884843,0.004977507872233398,0.5935483461610371,0.3476821192052979,0.48793411211785703,0.014919288901703043,8.553099351256138e-05,0.013546511627906977,0.00012665292804396358,0.002002787441150972,0.012472107208189918,0.06456652435244298,0.9864369287613207,0.002678054910958192,0.004634440294368375,0.009763405641129215,0.013282899988394194,0.8374816983894583,0.8717105263157895,0.8028169014084505,0.3084004602991945,0.19150712236260206,0.004219409282700422,0.5290312522370247,0.18017743660003038,0.00010136592063488102,0.6545728139107173,0.7289182092575367,2
19,0.015642189520522588,0.0007160351244303932,0.005200191332694909,0.001985401705655867,0.3697313767616341,0.09829372753257898,0.9387417218543046,0.3193167182592584,0.14018288638923526,0.10227672758069459,0.004661337209302325,0.0050832904001373875,0.01108940662620853,0.006826728354398544,0.21788274025549886,0.6198070718288864,0.001977088504459109,0.08175335395017365,0.040900087460528124,0.0037829376660580695,1.0,1.0,1.0,0.031070195627157658,0.10213358895865367,0.16455696202531644,0.19860032326556093,0.547274351481322,0.020068432097370224,0.0,0.987117623798429,4
20,0.0465458220527676,0.13308112419156665,0.08543914301281617,0.031136009635125503,0.010225597284864375,0.4243860327618753,0.32284768211920517,0.09381566757801027,0.0025244006537143613,0.0040183293068489535,0.2505813953488372,0.006010647432594883,0.13235407087123996,0.24105850492139164,0.18307009134345525,0.944634855556136,0.03724963357331879,0.002895138291553008,0.004073837397882212,0.005104356510396229,0.8667642752562226,0.8782894736842106,0.863849765258216,0.6766398158803223,0.38721188777080257,0.11814345991561181,0.6181716424925566,0.12999521671575495,0.03304579929761616,0.6732798872512485,0.6868752471416908,1
21,0.027054642095357406,0.0074881712475359605,0.0012866003407811433,0.001958183507822192,0.025829688957181813,0.3448609492712857,0.28145695364238416,0.9113134645366835,0.20107396129435148,0.0,1.4534883720930234e-06,0.0007195603640735017,0.0030439625561054836,0.0005074940791262376,0.007831144987912871,0.002563584151359095,3.387708575437689e-05,0.12712045859778415,0.009655825752706048,0.00465388296457313,0.12005856515373352,0.26315789473684204,0.7183098591549296,0.4269275028768699,0.13651691649485137,0.2811181434599156,0.6383839892114698,0.09086033188683007,0.0,0.3266993313099769,0.8991269319723827,2
22,0.01753071559873412,0.0608982994423463,0.06005065859535753,0.042979370811833915,0.02315914962766098,0.21151277977836708,0.5728476821192053,0.7390243351334252,0.009438817541742193,0.001977904111282704,0.0987063953488372,0.038798729177399974,0.10013114142422878,0.11070006981657281,0.16175208381193643,0.8102490894180787,0.008317161719411045,0.007264092710664042,0.002318915950610925,0.0009703973367128844,0.8653001464128843,0.8760964912280702,0.8450704225352114,0.2462600690448792,0.11093385814831806,0.10126582278481013,0.5184413486169955,0.14747092324607539,0.008443198899306326,0.5080145507855857,0.8360247952457762,2
23,0.00015089492975490102,0.00017610263084420435,2.820619075731629e-05,0.008639549964754077,0.036427457331319114,0.16365191566324386,0.5927152317880794,0.1942235126646632,0.0,0.0014311911322334762,0.001523402598110465,0.00291925688326464,0.0028369533727763572,0.002533980802380728,0.07009487219036951,0.35507250185314426,0.0074337808110112365,0.07691767152522865,0.014738362449303433,0.006096717079296029,0.9780380673499268,0.9868421052631579,0.9389671361502349,0.14269275028768702,0.09081143810690993,0.1518987341772152,0.6962183948261857,0.14079318807529706,1.1883460801275617e-05,0.2563824993836414,0.0,2
24,2.6669801538075524e-05,0.0,0.0071287033086234845,1.0,0.5191296960104003,0.0,0.9635761589403973,0.1983189100029374,0.00021405440672139843,0.00037749726894470897,3.656468023255814e-05,0.0025911321483771256,0.007285722320380145,0.0015184092754464192,0.03896717253042643,0.021772717131215074,0.05172438321164304,0.4181285464700104,0.15219356236467305,0.017418614432860784,1.0,0.9954769736842106,1.0,0.005753739930955124,0.10036187436985657,0.13185654008438819,0.0,0.34296289233200666,8.900712140155437e-05,0.39912359005022496,0.7849487509921227,4
25,0.0038220866897220084,0.019349051176680787,0.0050196898910100365,0.04149981713459982,0.030388505294353985,0.13292792714719134,0.7019867549668873,0.46110219852226764,0.00492600449916244,0.007831637957476236,0.016438953488372095,0.0035677485832045336,0.01102081801521021,0.017004205420252272,0.1171710606090331,0.8781554948373842,0.02933890451474051,0.013724384137158901,0.003399421919611675,0.0038911189046460866,0.9019033674963396,0.9155701754385964,0.9530516431924883,0.06098964326812428,0.12020311299320441,0.17616033755274263,0.32495745208823684,0.3429617391509543,0.007061152408117972,0.46072166379977275,0.7193818826293884,2
26,0.008322030835203437,0.006801057500542508,0.0028570058893674327,0.007127302642290076,0.007858375656800283,0.41751345905604426,0.49834437086092714,0.08901416725037847,0.005329736560119415,0.10139535448025484,0.015174418604651163,0.001750815730722995,0.008853417907663266,0.015097226115156476,0.2737209554481508,0.9129426579118244,0.022763725012910952,0.000922039464291567,0.002099923344476323,0.00030120807738221004,0.5856515373352855,0.6052631578947368,0.8356807511737089,0.3498273878020714,0.11878429712038424,0.0970464135021097,0.6295561693296527,0.07702101646539332,0.03506215109416371,0.7534367304373453,0.6923685490684713,2
27,0.029995338633371525,0.0428622954773591,0.04180592956128801,0.017392149665797576,0.05398519363251822,0.20560508221154447,0.6539735099337748,0.4803081998327948,0.012385780213630557,0.0316081081662956,0.07527616279069767,0.01192254851451142,0.03755089274936075,0.07529637877612981,0.15762430548854914,0.9084274242111942,0.007430734968843374,0.01760642676338166,0.007268986639724477,0.0076406862157644825,0.9575402635431917,0.9649122807017544,0.9413145539906104,0.08285385500575375,0.1051688228128806,0.04219409282700422,0.14144926197611332,0.39129604543056595,0.09415372943997884,0.5362612491345002,0.7769056580156407,2
28,0.0008544864045422883,0.0009587724977155975,0.0004239692597643053,0.009921669296040953,0.053035488975021666,0.07943374360345212,0.4354304635761589,0.15067108028108545,0.013889441603448627,0.019279939498610944,0.001556686046511628,8.586639189421262e-06,0.001336106142247292,0.0015323377671390618,0.19343126021199764,0.9185573573617051,0.009129259968648431,0.008950591685652676,0.0005864658194394436,0.27779320933712576,0.5783308931185944,0.5668859649122807,0.8873239436619719,0.4626006904487917,0.10474782125238197,0.06329113924050633,0.701851490235045,0.13291222663763677,0.00477605202198868,0.3025248503500255,0.8472716979736515,2
29,0.028532008733190277,0.0031005363372979327,0.0034922278642472333,0.0011986363981964397,0.06165282893729372,0.1517859573777903,0.5761589403973508,0.01354023092392164,0.009005454545144913,0.02874005916518505,0.03831395348837209,0.0036020951399622194,0.010334931905227,0.03672577750602797,1.0,0.9478636442971489,0.04639910534514344,0.002368148538990278,0.0014419520971458886,0.003275612467315895,0.42020497803806733,0.28289473684210525,0.7441314553990609,0.3993095512082854,0.0849906815125126,0.05485232067510549,0.48956834462289855,0.12383161040827657,0.0066482021452736444,0.7544635224349802,0.6590281037440365,2
30,0.02615161197310327,0.016745705673705705,0.02043709526588765,0.008538558390857084,0.019254603488025667,0.5502706257823644,0.5678807947019866,0.04670447612807014,0.0031788535821049443,0.020227620184236378,0.06988695090116279,0.00824317362184441,0.037389328462627436,0.06928246150660039,0.3361804660409325,0.916591354526423,0.04650268738067471,0.0026080029195684287,0.006175931957648008,0.0008740431603964268,0.8140556368960468,0.7905701754385965,0.9647887323943662,0.19677790563866518,0.13439849239010201,0.029535864978902954,0.42514158232807236,0.12320475006150788,0.02615775508115988,0.7772078625628993,0.6733345850437672,2
31,0.01934203961986175,0.07148902552485267,0.03894112969539705,0.035948639940310084,0.015080095286679545,0.3439284077391053,0.5463576158940396,0.5557199990961882,0.018859509448328534,0.013370239759121551,0.11300872093023256,0.013197664434140477,0.01652162461727555,0.10778546114877895,0.17059148542204322,0.9527349718330215,0.005852029990739967,0.004616870577993159,0.006050314458910023,0.002397790391229478,0.9092240117130307,0.9111842105263158,0.9530516431924883,0.35025891829689304,0.23738414754528384,0.008438818565400843,0.5917970075953256,0.14346865824640775,0.05272345748816675,0.443463033126558,0.6380334704525218,2
