Country Name,Indicator Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Rwanda,Net official development assistance and official aid received (current US$),353910003.7,711750000,694700012.2,465309997.6,229729995.7,350130004.9,373140014.6,321459991.5,304660003.7,359589996.3,335959991.5,491140014.6,572710022,605390014.6,780039978,935500000,934250000,1033089966,1263209961,878640014.6,1086290039,1035030029,1088439941,1150469971,1231329956,1119660034,1191099976
South Asia,Net official development assistance and official aid received (current US$),4613720020,6117210093,4453159962,4488510042,4074329994,4284769922,3822920023,3644300041,5534260006,6386380079,5672769974,6732410093,9018010022,8716180012,10921769829,11186779800,13776020321,14937079826,16802860359,14128850086,13939530216,15584860260,15700559961,13996790146,14985200001,12219479950,15465510086
Saudi Arabia,Net official development assistance and official aid received (current US$),29069999.69,16719999.31,16989999.77,14079999.92,1379999.995,16590000.15,22149999.62,21959999.08,13109999.66,16780000.69,13789999.96,20239999.77,25110000.61,24299999.24,-131070007.3,709999.9785,289999.9917,,,,,,,,,,
Sudan,Net official development assistance and official aid received (current US$),447899993.9,408290008.5,237429992.7,218100006.1,138940002.4,211210006.7,246339996.3,225289993.3,192259994.5,304929992.7,620229980.5,994580017.1,1826109985,2048439941,2120590088,2566429932,2352469971,2025849976,1742400024,1369130005,1507329956,874679992.7,969700012.2,809090026.9,862409973.1,967489990.2,1624670044
Senegal,Net official development assistance and official aid received (current US$),493119995.1,635489990.2,652340026.9,573880004.9,424529998.8,502079986.6,535979980.5,432149993.9,423579986.6,445279998.8,458279998.8,1066339966,701349975.6,869359985.4,865330017.1,1065829956,1017989990,936400024.4,1054599976,1075780029,994479980.5,1108680054,869400024.4,731219970.7,908179992.7,998940002.4,1443880005
Singapore,Net official development assistance and official aid received (current US$),23639999.39,16860000.61,16659999.85,14880000.11,2809999.943,1620000.005,-1110000.014,1090000.033,850000.0238,7190000.057,7070000.172,9140000.343,,,,,,,,,,,,,,,
Solomon Islands,Net official development assistance and official aid received (current US$),53430000.31,46889999.39,47830001.83,42750000,41790000.92,28629999.16,40069999.69,68379997.25,59180000.31,26180000.31,61939998.63,121559997.6,196789993.3,199699996.9,237169998.2,224160003.7,205779998.8,332850006.1,327880004.9,305100006.1,289829986.6,200520004.3,190029998.8,175500000,186809997.6,195559997.6,223889999.4
Sierra Leone,Net official development assistance and official aid received (current US$),206470001.2,273730011,212270004.3,182520004.3,118010002.1,106529998.8,73730003.36,180639999.4,334630004.9,383209991.5,337170013.4,376230011,339980011,380339996.3,550530029.3,379339996.3,447290008.5,458299987.8,423890014.6,439750000,449070007.3,914030029.3,946820007.3,693260009.8,541169982.9,507980011,594640014.6
El Salvador,Net official development assistance and official aid received (current US$),341100006.1,273380004.9,279190002.4,274070007.3,265940002.4,187470001.2,197940002.4,192440002.4,252949996.9,249460006.7,211419998.2,237339996.3,218490005.5,178240005.5,107529998.8,243309997.6,292420013.4,302420013.4,297390014.6,219910003.7,169139999.4,98069999.69,89699996.95,128970001.2,151619995.1,253440002.4,305640014.6
San Marino,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,Net official development assistance and official aid received (current US$),892119995.1,535119995.1,187929992.7,88180000.31,81180000.31,81319999.69,115699996.9,102230003.4,149300003.1,152720001.2,176179992.7,201279998.8,240220001.2,396170013.4,393739990.2,765869995.1,661640014.6,505679992.7,1098979980,990460022,1054579956,1109199951,1260560059,1183640015,1760369995,1575180054,1865579956
Serbia,Net official development assistance and official aid received (current US$),,49220001.22,95059997.56,69510002.14,97360000.61,108230003.4,707400024.4,1134270020,1304180054,2084639893,1310479980,1159699951,1068489990,1579589966,842460022,975890014.6,623140014.6,661469970.7,1379170044,1087780029,780270019.5,367049987.8,312480011,633469970.7,1688420044,1070020020,570700012.2
Sub-Saharan Africa (excluding high income),Net official development assistance and official aid received (current US$),17277129900,19151559784,18589920097,16300660059,14854800032,14430289968,13192960072,13012830087,14261540023,18970730118,24849029913,26448710003,32783320145,41157109867,36135010303,40215629883,44254090176,44223909771,47284939728,46714430058,47671100197,46447200043,44754540089,44302510124,49551899611,50470799862,55181060062
South Sudan,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,435829986.6,1186260010,1399300049,1964119995,1674829956,1587030029,2183239990,1577500000,1885270020
Sub-Saharan Africa,Net official development assistance and official aid received (current US$),17349529900,19194359783,18636510098,16350740059,14895890032,14476799969,13226520071,13057700088,14288190022,19048810118,24879349914,26488490003,32838650146,41197029866,36172450304,40255199884,44309030176,44362909771,47332209726,46763630057,47703150197,46459720043,44768810089,44315230124,49575029612,50477519862,55245130062
Small states,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,Net official development assistance and official aid received (current US$),46490001.68,49930000.31,84089996.34,47400001.53,33419998.17,28059999.47,27520000.46,34939998.63,38180000.31,26090000.15,37849998.47,33680000.31,32700000.76,23059999.47,51069999.69,47290000.92,30459999.08,50189998.63,73480003.36,50700000.76,53750000,41380001.07,48950000.76,47040000.92,40240001.68,46259998.32,51369998.93
Suriname,Net official development assistance and official aid received (current US$),78029998.78,60020000.46,76730003.36,108470001.2,75379997.25,57950000.76,33819999.69,34830001.83,23750000,12329999.92,11140000.34,24799999.24,42880001.07,63029998.78,150309997.6,100019996.6,154520004.3,100809997.6,76330001.83,40349998.47,30819999.69,13390000.34,15979999.54,16530000.69,20129999.16,14180000.31,23379999.16
Slovak Republic,Net official development assistance and official aid received (current US$),50520000.46,78389999.39,97959999.08,97589996.34,70419998.17,154820007.3,318709991.5,112989997.9,164039993.3,152649993.9,161869995.1,234789993.3,,,,,,,,,,,,,,,
Slovenia,Net official development assistance and official aid received (current US$),7139999.866,31870000.84,52540000.92,82199996.95,96620002.75,39759998.32,31049999.24,60810001.37,125559997.6,52759998.32,56209999.08,62220001.22,,,,,,,,,,,,,,,
Sweden,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,Net official development assistance and official aid received (current US$),54209999.08,57779998.78,57750000,33049999.24,28440000.53,34959999.08,29149999.62,13130000.11,29149999.62,22159999.85,34189998.63,21920000.08,46709999.08,34779998.78,50669998.17,70010002.14,55770000.46,91139999.39,124089996.3,89620002.75,117790000.9,86370002.75,92629997.25,147639999.4,147610000.6,121300003.1,73400001.53
Sint Maarten (Dutch part),Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,Net official development assistance and official aid received (current US$),19739999.77,13069999.69,13189999.58,19260000.23,17200000.76,24350000.38,13319999.69,23600000.38,13409999.85,57930000.31,9390000.343,10630000.11,17200000.76,13710000.04,6079999.924,7489999.771,23159999.85,53930000.31,22719999.31,34750000,27420000.08,12000000,6780000.21,5800000.191,16200000.76,,
Syrian Arab Republic,Net official development assistance and official aid received (current US$),258579986.6,744020019.5,355970001.2,215990005.5,198110000.6,156020004.3,229369995.1,159759994.5,153679992.7,62819999.69,118389999.4,106510002.1,71099998.47,19920000.08,84199996.95,157740005.5,203619995.1,131059997.6,335519989,1671599976,3637929932,4174310059,4920470215,8899750000,10427849609,9997000000,10249809570
Turks and Caicos Islands,Net official development assistance and official aid received (current US$),10899999.62,15789999.96,5550000.191,4179999.828,4199999.809,6019999.981,7380000.114,6650000.095,6670000.076,4099999.905,2200000.048,3150000.095,5199999.809,-419999.9869,15390000.34,,,,,,,,,,,,
Chad,Net official development assistance and official aid received (current US$),223470001.2,212289993.3,235020004.3,295779998.8,227960006.7,174440002.4,187929992.7,131330001.8,188600006.1,229250000,251990005.5,332079986.6,386440002.4,290730011,367980011,441809997.6,558330017.1,490160003.7,457660003.7,475130004.9,459339996.3,391929992.7,606409973.1,624460022,648979980.5,875159973.1,707049987.8
East Asia & Pacific (IDA & IBRD countries),Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,Net official development assistance and official aid received (current US$),95819999.69,124650001.5,191339996.3,155399993.9,125129997.3,128460006.7,71529998.78,69629997.25,46090000.15,51130001.07,50090000.15,65129997.25,82610000.61,79830001.83,122489997.9,330140014.6,494510009.8,403380004.9,542380004.9,245080001.8,226320007.3,210940002.4,199470001.2,168250000,344950012.2,296959991.5,411619995.1
Thailand,Net official development assistance and official aid received (current US$),581900024.4,577780029.3,836380004.9,831440002.4,624869995.1,699840026.9,1015940002,700669982.9,284350006.1,297799987.8,-938590026.9,51860000.61,-164580001.8,-214169998.2,-307230011,-615510009.8,-31030000.69,-20360000.61,-134119995.1,-131369995.1,28790000.92,354510009.8,58669998.17,227779998.8,250220001.2,-419350006.1,-338200012.2
Tajikistan,Net official development assistance and official aid received (current US$),25959999.08,66500000,65080001.83,103139999.4,85940002.44,160589996.3,112629997.3,111769996.6,162639999.4,154699996.9,133300003.1,228919998.2,226369995.1,206809997.6,196429992.7,234160003.7,298250000,387950012.2,282130004.9,394230011,390549987.8,356459991.5,432250000,359730011,328190002.4,403570007.3,366559997.6
Turkmenistan,Net official development assistance and official aid received (current US$),31090000.15,26579999.92,30700000.76,23639999.39,20819999.69,27530000.69,25350000.38,35529998.78,74930000.31,44110000.61,28840000.15,54040000.92,29049999.24,41110000.61,28770000.46,18120000.84,40639999.39,43799999.24,40819999.69,37659999.85,35909999.85,34479999.54,22950000.76,32229999.54,28139999.39,20459999.08,25360000.61
Latin America & the Caribbean (IDA & IBRD countries),Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,Net official development assistance and official aid received (current US$),419999.9869,230000.0042,19999.99955,79999.99821,430000.0072,1669999.957,152820007.3,231270004.3,194169998.2,219050003.1,175029998.8,161240005.5,184619995.1,209139999.4,279959991.5,271350006.1,212399993.9,289950012.2,275720001.2,283640014.6,258570007.3,249539993.3,212289993.3,223699996.9,231960006.7,207649993.9,235929992.7
Middle East & North Africa (IDA & IBRD countries),Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,Net official development assistance and official aid received (current US$),28420000.08,29329999.92,32040000.92,29319999.69,25670000.08,20090000.15,19319999.69,16420000.08,20639999.39,18010000.23,22260000.23,20309999.47,32889999.39,22559999.47,32020000.46,25639999.39,36849998.47,66319999.69,88559997.56,78180000.31,81089996.34,80330001.83,68400001.53,82610000.61,87230003.36,87769996.64,107949996.9
South Asia (IDA & IBRD),Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,Net official development assistance and official aid received (current US$),1429999.948,20149999.62,23610000.61,15100000.38,33479999.54,14560000.42,26930000.31,-1559999.943,-6179999.828,-9430000.305,-3140000.105,-1519999.981,-2410000.086,12289999.96,20469999.31,9289999.962,6699999.809,4340000.153,,,,,,,,,
Tunisia,Net official development assistance and official aid received (current US$),243199996.9,105790000.9,75389999.39,126860000.6,195220001.2,150960006.7,253429992.7,222839996.3,366220001.2,217350006.1,301670013.4,333690002.4,368350006.1,436850006.1,326489990.2,378760009.8,493690002.4,550150024.4,925229980.5,1022130005,714659973.1,922700012.2,495869995.1,646820007.3,811890014.6,806780029.3,984030029.3
Turkey,Net official development assistance and official aid received (current US$),447730011,198350006.1,313559997.6,246080001.8,6760000.229,28090000.15,12449999.81,328570007.3,133259994.5,273440002.4,167639999.4,288880004.9,399329986.6,569260009.8,795659973.1,1117479980,1356239990,1049589966,3288270020,3112169922,2847840088,3446770020,2141260010,3609090088,3147209961,1189800049,824909973.1
Tuvalu,Net official development assistance and official aid received (current US$),4050000.191,6739999.771,7440000.057,10340000.15,10130000.11,5190000.057,3980000.019,4030000.21,8340000.153,11710000.04,6179999.828,8020000.458,9020000.458,14229999.54,10689999.58,15750000,15930000.31,13909999.85,37250000,25479999.54,27590000.15,34299999.24,49650001.53,24440000.53,28530000.69,20190000.53,36479999.54
Tanzania,Net official development assistance and official aid received (current US$),944429992.7,963570007.3,871049987.8,867210022,943849975.6,1001500000,991940002.4,1064250000,1274900024,1260430054,1725760010,1774199951,1492449951,1887650024,2823810059,2331149902,3127199951,2960310059,2441830078,2822229980,3433239990,2650520020,2584709961,2317889893,2585790039,2455000000,2153139893
Uganda,Net official development assistance and official aid received (current US$),609989990.2,751969970.7,833960022,674880004.9,813440002.4,658099975.6,607679992.7,855929992.7,828940002.4,732979980.5,1003710022,1222239990,1195329956,1589229980,1738150024,1643390015,1786349976,1690140015,1572920044,1642500000,1697089966,1633680054,1638160034,1762599976,2011810059,1945469971,2100010010
Ukraine,Net official development assistance and official aid received (current US$),328440002.4,290350006.1,319619995.1,398059997.6,272579986.6,468399993.9,573159973.1,543320007.3,514830017.1,476209991.5,328359985.4,376390014.6,404100006.1,484630004.9,420980011,617349975.6,654719970.7,656650024.4,777929992.7,772059997.6,790739990.2,1403819946,1449349976,1523319946,1180729980,1223170044,1148250000
Upper middle income,Net official development assistance and official aid received (current US$),13867599785,13212250023,15066369968,12627939854,10714710050,12336989799,15465789968,13199260087,12261860266,13951629920,15755399869,17193999879,34797039741,21842100271,21825419740,25255280336,18092790119,15635910058,19101509948,16834119991,16117920076,17788720106,16653660112,20700040086,19837089931,18716760179,15961019829
Uruguay,Net official development assistance and official aid received (current US$),113959999.1,75010002.14,68930000.31,36599998.47,37259998.32,27520000.46,25620000.84,21549999.24,16420000.08,16209999.08,17270000.46,24479999.54,18340000.15,24610000.61,37040000.92,32860000.61,50729999.54,45909999.85,18229999.54,17360000.61,36520000.46,91569999.69,23180000.31,18250000,41639999.39,,
United States,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,Net official development assistance and official aid received (current US$),7980000.019,28250000,83720001.22,87690002.44,139880004.9,158039993.3,156250000,185240005.5,149630004.9,183419998.2,192100006.1,243149993.9,169070007.3,149610000.6,167679992.7,179440002.4,171210006.7,198139999.4,143779998.8,255910003.7,295160003.7,324670013.4,451000000,511049987.8,639140014.6,557960022,1156449951
St. Vincent and the Grenadines,Net official development assistance and official aid received (current US$),13689999.58,12619999.89,47639999.39,26319999.69,5940000.057,20659999.85,16489999.77,6300000.191,8119999.886,4570000.172,6269999.981,10579999.92,7860000.134,4800000.191,65849998.47,26280000.69,28780000.69,16850000.38,17760000.23,8310000.42,8520000.458,9890000.343,13500000,9119999.886,11859999.66,18149999.62,84480003.36
"Venezuela, RB",Net official development assistance and official aid received (current US$),42090000.15,27540000.92,44860000.61,36080001.83,7400000.095,40189998.63,43779998.78,78139999.39,45020000.46,57590000.15,82419998.17,46669998.17,48799999.24,57250000,73019996.64,60060001.37,59049999.24,53110000.61,48990001.68,50790000.92,37830001.83,43130001.07,36590000.15,43430000.31,86849998.47,149009994.5,284000000
British Virgin Islands,Net official development assistance and official aid received (current US$),3309999.943,10979999.54,1429999.948,1210000.038,1870000.005,1169999.957,2559999.943,4840000.153,2059999.943,-79999.99821,-529999.9714,-1220000.029,,,,,,,,,,,,,,,
Virgin Islands (U.S.),Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,Net official development assistance and official aid received (current US$),249809997.6,895460022,777989990.2,910299987.8,851989990.2,1050660034,1239790039,1485270020,1256020020,1064170044,1533939941,1657989990,1693479980,1690099976,2346639893,2320510010,3328030029,2769860107,3332000000,4113310059,4085600098,4215620117,3167389893,2906070068,2407489990,1647770020,1094630005
Vanuatu,Net official development assistance and official aid received (current US$),33540000.92,40549999.24,44599998.47,30739999.77,27069999.69,29500000,31100000.38,35490001.68,29049999.24,27290000.92,33009998.32,38599998.47,40299999.24,49590000.15,57619998.93,93160003.66,100989997.9,109470001.2,92889999.39,101940002.4,91339996.34,100410003.7,186559997.6,129130004.9,132699996.9,130929992.7,130589996.3
World,Net official development assistance and official aid received (current US$),58381261230,64054621582,64730697754,59223170410,52805730957,56807050781,58195972168,55331960449,56575352051,66247742188,76607449707,86971649414,1.07E+11,1.06E+11,1.07E+11,1.25E+11,1.25E+11,1.29E+11,1.39E+11,1.34E+11,1.51E+11,1.61E+11,1.47E+11,1.59E+11,1.65E+11,1.66E+11,1.68E+11
Samoa,Net official development assistance and official aid received (current US$),48540000.92,44250000,38419998.17,32459999.08,28110000.61,32860000.61,24659999.85,28850000.38,40810001.37,38040000.92,33270000.46,30379999.16,43229999.54,48250000,39099998.47,40509998.32,67730003.36,124440002.4,88800003.05,117290000.9,113010002.1,93989997.86,93720001.22,88639999.39,136220001.2,128100006.1,123720001.2
Kosovo,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,782130004.9,527520019.5,583179992.7,566739990.2,568549987.8,579390014.6,437809997.6,370029998.8,392369995.1,345109985.4,345260009.8
"Yemen, Rep.",Net official development assistance and official aid received (current US$),313739990.2,171699996.9,171789993.3,252270004.3,355399993.9,394239990.2,460829986.6,312799987.8,371829986.6,216500000,244059997.6,266519989,296000000,287809997.6,242899993.9,429119995.1,559299987.8,667080017.1,477549987.8,711820007.3,1039630005,1163439941,1778410034,2301110107,3234010010,7985339844,4396520020
South Africa,Net official development assistance and official aid received (current US$),270450012.2,293079986.6,386170013.4,362339996.3,495589996.3,515640014.6,543270019.5,490010009.8,428880004.9,506959991.5,642150024.4,631609985.4,681229980.5,723239990.2,795119995.1,1114910034,1074180054,1036270020,1396969971,1065829956,1295339966,1077400024,1420270020,1180280029,1014809998,921140014.6,971479980.5
Zambia,Net official development assistance and official aid received (current US$),866919982.9,715130004.9,2030670044,608059997.6,609690002.4,348149993.9,623210022,794650024.4,570840026.9,810729980.5,770450012.2,1128449951,1169050049,1470270020,1022489990,1114699951,1270819946,919320007.3,1033469971,957140014.6,1145250000,997729980.5,797140014.6,966460022,1040489990,1000440002,976280029.3
Zimbabwe,Net official development assistance and official aid received (current US$),499309997.6,561380004.9,491500000,371760009.8,336640014.6,261339996.3,244630004.9,175639999.4,160210006.7,199130004.9,186919998.2,187300003.1,372940002.4,278239990.2,477459991.5,612750000,736549987.8,712530029.3,722580017.1,1001590027,827539978,760570007.3,788289978,654250000,725840026.9,794510009.8,974890014.6
