,Area,Agricultural water withdrawal,"Agriculture, value added (% GDP)",GDP per capita,Industrial water withdrawal,National Rainfall Index (NRI),Population density,SDG 6.4.2. Water Stress,Total renewable water resources per capita,Total population with access to safe drinking-water (JMP),Poplulation ages 65 and above,latitude
38,Mozambique,0.008288729875825475,0.3946596843968869,0.002156361559560157,0.03508004807397888,0.35053284124288536,0.030691927290023183,0.006179276387493466,0.283933497813477,0.30307483868004614,0.4297765423177221,0.2100332786403649
39,Ethiopia,0.026384445096795252,0.40296521322223033,0.010416204360122005,0.03533780908210134,0.35225680067133314,0.10093684267223019,0.014599578162739007,0.2899995956654891,0.6661825154431014,0.45167457216328905,0.47273616924403733
40,Portugal,0.017438007538134192,0.24678551280137995,0.29387806098499847,0.034176705288267266,0.3377649541446985,0.07596763780560489,0.0074623993522883,0.30370983999496803,0.5725537924541315,0.2992631690219383,0.758527238326263
41,Congo,0.006486095058601226,0.3058008308050684,0.030064446030547576,0.035070850250862165,0.5706532289595434,0.012458126445604616,0.005766511744251954,0.0,0.45143178634579223,0.5577977014669875,0.3482052866091021
42,Qatar,0.00693314717070067,0.32511229605749364,0.8756294410410235,0.03590725352174429,0.014697503438796538,0.2209921394649561,0.07223700447534577,0.290158529229168,0.5465588903942874,0.42726417112466125,0.6258556993568144
43,Cambodia,0.008561307571682657,0.35894348271933874,0.012914114544324779,0.035168868406092214,0.89814220949794,0.08174708143689928,0.0059007522745440745,0.273182317691393,0.9414081337405632,0.5120549017902946,0.5050484727059417
44,Dominican Republic,0.02158588199971874,0.30444483938888117,0.07820133886721174,0.04183220552220323,0.08824441070683084,0.19002535583202515,0.019209687221088134,0.29127921309296667,0.37007141708958247,0.46869560368918245,0.5633309623600914
45,Nicaragua,0.007693487685222007,0.4320410296690933,0.017410090823120408,0.03533934461125311,0.49439892821693016,0.04285936530994537,0.006168161574617772,0.2902053126301583,0.5808322042850274,0.44071091757837616,0.5078794714335508
46,Ukraine,0.0037373143136232648,0.2949096155304109,0.043045098747452715,0.0026377851082005615,0.6163615368517119,0.03429841315681023,0.0035465425814556017,0.2998104693155615,0.47497531402852056,0.32294094473213464,0.8433485699063986
47,Cuba,0.014301064239809954,0.3019369903396794,0.0842421594623197,0.039592530436567366,0.29857723906277034,0.07424346977992427,0.01035705899045625,0.29602915733218743,0.5601935839437875,0.5360818642390502,0.5896487653463841
48,Zimbabwe,0.011678958783980141,0.4161875196556756,0.0057472998205565055,0.03544471784007595,0.26821616961527867,0.030704148022699846,0.013527068074977059,0.290794731453163,0.2968057501090787,0.372404429010843,0.20672997448606084
49,Brazil,0.060416996026617785,0.31275684244809976,0.1304213203021389,0.08067653944859,0.6213466419237206,0.01988437190352464,0.006432590060403608,0.30941353469302735,0.6158633200909371,0.5511222164624302,0.251886151721506
50,Slovenia,0.006484371317916502,0.3088673901652775,0.3600955197112919,0.038116273385668975,0.34372688158550735,0.06581738036087165,0.006662049420380651,0.3192199970868496,0.5218958826095955,0.4487591228713454,0.8223007508711674
51,Somalia,0.013003150220959544,0.5713069093232458,0.0,0.03492968083655025,0.1267620748988274,0.019099609268208764,0.012173713281862137,0.28947180004102596,0.11265988472225637,0.4769454196188797,0.4350188024790367
52,Trinidad and Tobago,0.006501264675337894,0.3036634586360518,0.21067093745941715,0.03562705028412286,0.5533989371208348,0.20073783468323295,0.008983351403348806,0.2946145155360951,0.5276023606677852,0.4487591228713454,0.48734740992427056
53,Equatorial Guinea,0.006484082733809582,0.254173131931553,0.21326371315122403,0.03493005017125537,0.8065672530869619,0.041777422225164874,0.005802930895378547,0.1767815600606249,0.08734241164718644,0.5492322989210693,0.4019451426693002
54,China,0.3490532852670554,0.258484510737711,0.08910908967263521,1.0,0.362529970793877,0.12157005398902303,0.012952335268599572,0.2927334612186424,0.8055778813695559,0.47160607635902524,0.7251050171116256
55,Canada,0.007798012457853541,0.32642982870705917,0.5991014955901438,0.10896222348546514,0.21916868928984404,0.0013027756610779631,0.00614206938106359,0.3714239258625281,0.5256963740326555,0.6880159877785119,0.9165653571526408
56,Namibia,0.006760607741871122,0.36842725823557143,0.05955945772666294,0.034989350140266315,0.10715495647478868,0.0010236038050306108,0.005922208796366317,0.2807710251178559,0.6898178979034144,0.4605561584818991,0.1694915254237288
57,Suriname,0.0068949656948064635,0.40693444428636405,0.07313533181236673,0.03604518100921548,0.5076054544350017,0.0012103347710284015,0.006447021014735526,0.4364143955491518,0.588197809263558,0.4857070402261316,0.42337363987844745
58,Libya,0.01331102647834112,0.33310123304803235,0.07179980420068965,0.03701338820644,0.039948420813922296,0.0018397619538607919,0.18974708090181247,0.29056487124087965,0.27941075160171847,0.46217126515655743,0.6351157195525945
59,Bolivia (Plurinational State of),0.009545469245798447,0.33297780857235987,0.03192215423921156,0.034882478237905794,0.41349345365766893,0.007505745019877069,0.006000976894876572,0.2879383030975349,0.6794153443405985,0.5629388010098185,0.23247250946263923
60,Panama,0.0068146310844178146,0.3114639928184694,0.14833168207549555,0.03484287662972543,0.8471073265326772,0.04768097607446717,0.005919302003010417,0.28457336248301823,0.5966886352676426,0.5304252424577478,0.4670023813639614
61,Mongolia,0.0067905658287270845,0.4029607133906325,0.04395556463116922,0.035608423254979975,0.05490153524134856,0.0,0.006232908273927973,0.2952954523911512,0.3697269616735935,0.4590990979205218,0.8290197678713289
62,Rwanda,0.006585836958448347,0.3773801318773739,0.005847710877512427,0.03503377394154411,0.3673742568617833,0.40065839643506224,0.006772320435903598,0.2901021934135466,0.5172457344937652,0.46151613710113587,0.3680232223132197
63,Myanmar,0.03861534111496928,0.4182405235304222,0.011835792167757623,0.03866056157606449,0.740879627610319,0.06527378259267796,0.006684578879741025,0.30809905936471943,0.651881874756012,0.7995605805370263,0.5933535291133788
64,Costa Rica,0.013016900030153251,0.3030186411241198,0.12809985543309563,0.039507338447169534,0.8923331413571284,0.08950184851120634,0.0077777341680068425,0.2833971109166418,0.5653431924127966,0.7557555105323784,0.4784406741876583
65,Poland,0.006990134643313237,0.27346364575028925,0.17174323989837378,0.049532194195614616,0.21399244929900316,0.0815105559996322,0.008652849117198675,0.2934257809941199,0.5599352423817953,0.9986273044428062,0.8767877941163968
66,Romania,0.0,0.30301842794336065,0.11569781819411452,0.032418586201007425,0.23166662110117414,0.04507249101761406,0.004870229826013538,0.3134543491397744,0.8287941764070968,0.46472739873668384,0.8203359602961166
67,Georgia,0.006238164859028981,0.0,0.06625931915013078,0.0357443553165478,0.3171477917714659,0.01823078016558806,0.005745636677945572,0.3322721709777197,0.7121845362481918,0.43480711227818886,0.786067367756842
68,Paraguay,0.01046957840292645,0.34339752763725884,0.057989692215513894,0.036129275507122686,0.4268544160240567,0.014193838205073759,0.0062733051046640455,0.26503602692618494,1.0,0.4396730897174542,0.16491110739564174
69,Bhutan,0.006804546160118574,0.2754405250956192,0.03276791947253908,0.03492667439423577,0.7934106309591584,0.017034646397295336,0.005951174687457222,0.21636394436648437,0.8711162651847425,0.2834410615502175,0.6462536261249134
70,Turkey,0.09038773272449804,0.2978330597357564,0.13603269712985042,0.038018368608558,0.2098591510677979,0.08815915975149638,0.014949010426842801,0.2914680413434673,0.6924816864537197,0.3884083933224633,0.7544068457837767
71,Gambia,0.006546687296458138,0.4169914845540115,0.0008315324216256653,0.0350785335321782,0.14909758272800494,0.18952017242849226,0.006336451660951346,0.2793112067956763,0.6128550761246478,0.48079937474153817,0.513337432944437
72,Uzbekistan,0.054015686912494365,0.45294561404950445,0.025583218429466564,0.04423689882298613,0.04055699859517265,0.061948940739911744,0.028766654027011705,0.2916600506211757,0.38249477575952506,0.9498468799005032,0.7772078625628993
73,Liberia,0.006410796827584846,1.0,0.0003481205912203196,0.03528128570208046,0.876448694986525,0.03637591630166302,0.005803426775950431,0.24427951138241974,0.5415585459388798,0.7752134359695403,0.44707203696829034
74,Sweden,0.006529223877836437,0.30910655952864685,0.697555154613844,0.03454274873573459,0.2699526179272309,0.013821439261748633,0.005950922776112624,0.3201084890161197,0.5274186511125923,0.5260711777533241,0.9543290098494573
75,Peru,0.023021428446925656,0.3263292799526689,0.07368121498575811,0.034671822616966066,0.7128297932858744,0.020074594441930212,0.006372381712881511,0.3098818779228425,0.5504512365949442,0.6114751895507868,0.29954176927502063
76,Belize,0.006628003089418877,0.34590253572570034,0.059554517118883904,0.035086542412161685,0.6841668764460348,0.013725305909463003,0.006118286504542104,0.22173310708237293,0.8408615978138618,0.516438528249554,0.5487291677883921
77,Republic of Moldova,0.005491993937236609,0.2103461727094586,0.03369817177585088,0.03582816352907217,0.18035753684979922,0.06486344595610234,0.004139191112865586,0.29715735766503354,0.48067605116311185,0.5339726877762843,0.8342066260672921
78,Democratic Republic of the Congo,0.006545109254926949,0.4035043427875561,0.0006891240805637269,0.03586445050672818,0.5261083142871029,0.030781918933671,0.0058053641808732325,0.256548343846303,0.21689209360001818,1.0,0.384197793955813
79,India,1.0,0.3151471203948854,0.01904497238092399,0.10508054737992865,0.4407456865967474,0.3673030907949086,0.01862375251857046,0.2907156521589242,0.7428066227294653,0.4197276275494428,0.5808818320160735
80,Switzerland,0.006873201611133626,0.3214808086561087,1.0,0.0372621155066104,0.6476654132459118,0.15031866108184722,0.006425899523144661,0.2996924820583576,0.5274186511125923,0.33791185653663836,0.8286013052632771
81,Azerbaijan,0.013582546828398843,0.1832433242135907,0.09563642827530161,0.04177004902933839,0.1214992646985836,0.09151304681894427,0.010680350184135438,0.29466011851220725,0.6365650905917762,0.28627547464305914,0.7655475861886558
82,Finland,0.006555389575026002,0.305867965510216,0.6131475736236034,0.03674096466355159,0.17237764589720495,0.009695384095264518,0.008732664145223015,0.32451769718900486,0.5274186511125923,0.23721366340273198,0.9712932761654846
83,Haiti,0.007983682876337467,0.32584190736966046,0.00707327000093006,0.035374097595108914,0.3359578166251249,0.3533725623774698,0.008206117185261874,0.29069934502628925,0.10547224837531967,0.48145828480755054,0.5655555209198242
84,Algeria,0.016053769958399983,0.38596861293707774,0.04841729796496914,0.03642359400915427,0.061126597631780695,0.01404478769343413,0.03276601747533613,0.29051252933241234,0.289606631914944,0.40285496550445465,0.6511627687299801
85,Benin,0.006510004171477509,0.40206714356580303,0.007954212467086927,0.03508258228376844,0.31737078975625177,0.09128933044084954,0.005891587403189257,0.285694918136385,0.5698325946678312,0.5032239721364146,0.4742730511025025
86,Kuwait,0.007875927222051233,0.3313037798598232,0.4823049750958638,0.03502535206736416,0.014984309055187986,0.19311576845571954,1.0,0.2905902472573956,0.5188072657129092,0.4015229928890469,0.6632330062145948
87,South Africa,0.019813536051222873,0.3208480872170416,0.07625404649072491,0.05626248408238863,0.17444584450122333,0.04068281149892558,0.015581688671266091,0.2905582453670523,0.5931292626357728,0.6163259657884794,0.09768315295989086
88,Burundi,0.006909868393278893,0.41716552548702357,0.0006203628726089073,0.03503311862651245,0.3360415500694976,0.3446578064285929,0.008222773516334225,0.2894939310165505,0.39993570165568365,0.43247318304960203,0.3544888380058509
89,Angola,0.006333528923021989,0.3225942294154406,0.051773495648521704,0.03673057691516098,0.4052067709798334,0.021128550017265886,0.0061201021981846185,0.2746970961972922,0.11968677520839512,0.42842680331613714,0.2805295866288444
90,Nepal,0.015919454648245308,0.3347290347852632,0.007439732186203401,0.03502668334810577,0.6098335361686106,0.17465650843023264,0.006863112463117586,0.2911727664403342,0.7378694284336456,0.9141801773783222,0.6545728139107173
91,Bulgaria,0.005619519416900764,0.2887392234031713,0.09046799451326704,0.0463013885040803,0.16064796628481337,0.029376600207325698,0.002019210981157471,0.29748551493656356,0.5165683055089914,0.4187949114032087,0.7900205641782784
92,Greece,0.02051140784594778,0.3055378615581786,0.28400889146937963,0.03591651766370348,0.17121016996350819,0.0574920513370332,0.010266201184534057,0.30093733334855854,0.5564332789859242,0.4329940567986797,0.7554506407767724
93,Iceland,0.006496161260949209,0.3249414817022211,0.8179635825620688,0.036269626016606236,0.29232728549769,0.0009293977181513543,0.005845276137137754,0.8391537746137131,0.5274186511125923,0.44094139499803026,1.0
94,Belarus,0.006843529050231092,0.2685315237920294,0.09858545912496554,0.03556882399976024,0.22352596027510016,0.023346266663884865,0.005994438951946855,0.30403348119659107,0.5276368062093844,0.38893692448797773,0.8937001068354875
95,Philippines,0.07802274249658611,0.31360456530658365,0.030268014209962196,0.1618592644362027,0.9689958508983367,0.32608733568534265,0.011030299540323956,0.2881170186999622,0.5437458378303901,0.4480959330315295,0.5080145507855857
96,Togo,0.0066259781527148315,0.5054894374820385,0.0038840800415243714,0.03490787964695491,0.31864477536516955,0.12637446100596272,0.0065788306904109115,0.28750885479852567,0.38166808276115693,0.41624337375624026,0.4677722392094741
97,Gabon,0.006570405586517879,0.3515284210682601,0.0749194156569679,0.03496928459488475,0.582826924676576,0.00533775272173538,0.005880158378504544,0.16910905726620792,0.653282660114362,0.41485635924111286,0.378759669272848
98,Guyana,0.00767992973980366,0.4274139831434889,0.046077979929944814,0.0350689813480319,0.7394132266626908,0.0005004576865642447,0.00617841692913528,1.0,0.7324270328610473,0.30425186507168417,0.4322633726196987
99,Cameroon,0.008137692293718773,0.38225550571973754,0.01139288099616392,0.03545601607954091,0.5602475303061626,0.04714199237043106,0.006170704070381453,0.2707320606493152,0.5967575263508393,0.7354650524784402,0.4559664927638086
100,Jamaica,0.005835432958804236,0.3517659598294056,0.06015329854993861,0.04523925850952331,0.43909402851969914,0.20704611210198354,0.008309074299103847,0.29528784031051397,0.4818701632718681,0.41680681662443053,0.5574167538070179
101,Argentina,0.04766106350728974,0.3548187122736137,0.15417513288486828,0.05464798422953274,0.41457186371510546,0.011485172592311505,0.007497023857227188,0.30747289337775513,0.5777091418467409,0.0,0.023468856652469137
102,Belgium,0.006237090928563395,0.32153017079322405,0.5737067537715592,0.032848919194926586,0.43843000854781383,0.2820269615202496,0.005614946911735711,0.2933516981683361,0.5274186511125923,0.48853188816021553,0.8634168274866645
103,Botswana,0.006576165175993072,0.2542271792870684,0.09413647902380325,0.03504318077642373,0.1487990603116232,0.001977416191975381,0.006224235610449332,0.28428039948583855,0.5336188486003638,0.5321910521738871,0.17543407230240393
104,Sierra Leone,0.006274760727797603,0.7344282137008127,0.0031601864555909627,0.035309317871550824,0.8725134118289177,0.08954200117991114,0.005801749814344554,0.28576515733487756,0.49087193147633346,0.46317061998055414,0.4662712525634377
105,Austria,0.006483918157063976,0.31835705198794123,0.6282298837803929,0.044603451148113434,0.4220045889697622,0.07077027553865808,0.007033421768059215,0.305848171870479,0.5274186511125923,0.470110614866619,0.8351946890199379
106,Guatemala,0.009123284915544726,0.2703939525057493,0.04473079570205632,0.03942646881940522,0.6641779738656506,0.1412597083969352,0.006890718054977369,0.2856942972759323,0.6520311387696076,0.7834303683229313,0.5354441607463182
107,Colombia,0.017778452486164307,0.3081828761444282,0.08063649032442771,0.07233359904737743,0.9554986724862427,0.03645314053071289,0.006252624927338988,0.30447723556615525,0.4856132454589307,0.31264946507098,0.4295287241991353
108,Indonesia,0.3642944605413281,0.3357743330786825,0.04221099960824456,0.14504171900448587,0.9846475438145836,0.11710301966474072,0.013123837452272913,0.29349232322004626,0.6154155280501534,0.4351225093757183,0.3788956932357362
109,Australia,0.005876095222750163,0.3299982386646309,0.7660093286383993,0.048393676214134075,0.2432382065864967,0.0009397981166941687,0.005931890147900956,0.3054409893705828,0.5274186511125923,0.7173494086477278,0.14760678117239429
110,Chile,0.03627156091478026,0.3317877978476455,0.18928162863453277,0.06604922977354208,1.0,0.018863853332703403,0.007757903133569415,0.3285405993963992,0.6165177853813142,0.5577423762959273,0.0493606401438831
111,Djibouti,0.0064811516253744424,0.32706653125096435,0.022284100817752003,0.034910795995615765,0.04674254250141698,0.03912570952190717,0.00714635393290967,0.2899499383649455,0.6018210209658518,0.37259868327449996,0.49805268472573694
112,United Republic of Tanzania,0.014627855307270555,0.49543745308333875,0.007138178537963107,0.03500534541776026,0.4153128690531616,0.052583917009339225,0.008669170322776972,0.2872471775018076,0.16431671527315325,0.9265519049984481,0.3261892414491464
113,Jordan,0.007185839777141945,0.32940343234872616,0.04140947444926144,0.03509287397049374,0.019133956714682123,0.10241555629383847,0.024365873093603545,0.29019925919201944,0.5057638872941895,0.3589954626060547,0.6752626254325137
114,Russian Federation,0.02744083367334993,0.3153750350107399,0.2040544181253343,0.061912990717856525,0.17333546252200022,0.0034092976825938035,0.005921215814537672,0.3544633662058254,0.5404046202953134,0.36105132949536295,0.967513888141072
115,Lithuania,0.006616615215870428,0.2766657289171914,0.2698472551329517,0.012766953578539525,0.18434518656373655,0.015172948768253057,0.0,0.31230174291715057,0.6054837302225181,0.44193674600346283,0.9074876468515648
116,Mali,0.01653182112621297,0.325997678842211,0.008144377440506102,0.03487602646887259,0.18741015993148144,0.011780727346956286,0.007851642514770288,0.28382183061245614,0.8825177394539235,0.42027527749819316,0.5523262459181004
117,Israel,0.007464746270877011,0.3143381187018816,0.4729236053881983,0.035350759710191505,0.12500602999134755,0.34608570058608024,0.015617859665366109,0.2904757251940785,0.5274186511125923,0.5019251985252307,0.6796163368557872
118,Egypt,0.08119451194125271,0.3198446126634832,0.029305937564327995,0.04703050723365333,0.03974094338269922,0.08553253412880994,0.02707117554696358,0.29035235485285016,0.5895469263095052,0.4696366132643733,0.6397018052458019
119,Uganda,0.006863864655646638,0.3309510091480687,0.005071955585538418,0.035178528454280836,0.5158619314128051,0.15940297027625527,0.007003223418442779,0.2867786236083003,0.78477277424392,0.4871004806868814,0.3993238475511436
120,Hungary,0.0057377989015318384,0.2747397131217518,0.18500686788257698,0.053351826123875415,0.20680651441517028,0.058951329310964376,0.006891566406945783,0.31302838012632894,0.5748042345052481,0.4303862201697933,0.8318536004314983
121,Mexico,0.08584252799549014,0.31420223653891044,0.124880091936287,0.06060628780434583,0.31137108463362256,0.05454265445209362,0.011610298526394652,0.29159446713605724,0.6487128849289253,0.5300169458659622,0.60960555884595
122,Eritrea,0.007326410616326148,0.4654927399106129,0.016522096283048786,0.03467239700184737,0.10070509236019859,0.02838589135095881,0.0077274266645666985,0.2905543206711042,0.29845913610582037,0.226743538776779,0.5297377665809905
123,Ireland,0.006708774030733688,0.26051170586988837,0.8562713076132165,0.03278023427341379,0.44540220803747194,0.05129100416810669,0.005939898033384766,0.30388463385438047,0.5288998094013374,0.43044468284582343,0.8908955572117734
124,United Arab Emirates,0.013055065975261744,0.3358593333206839,0.3408688159439699,0.03488780555985865,0.027368108231652945,0.13168186728163625,0.40714863925934286,0.2903017725791919,0.5223896020391767,0.5958391184126856,0.6076180976104179
125,Fiji,0.006574202732793433,0.3188443056950913,0.05966461329546637,0.03496340124047502,0.6793850701553397,0.036985977875003365,0.005834909813425076,0.32845518754430336,0.6075274990240432,0.7656987827588212,0.22975203020487664
126,Guinea,0.006319878592724974,0.41536074242362303,0.005542117288451793,0.03527895230139172,0.5007009221764785,0.04362515451685814,0.00583635785691299,0.2737844047865065,0.6037384894481851,0.4753652510918304,0.48029872373627597
127,Oman,0.008760745012428309,0.33044880623022127,0.2310559705206963,0.036013971605547826,0.009493022729396587,0.011659038056023715,0.02705766989069803,0.2894697890357538,0.6602980687532998,0.3086265761632418,0.5895618611478722
