,Area,Agricultural water withdrawal,"Agriculture, value added (% GDP)",GDP per capita,Industrial water withdrawal,National Rainfall Index (NRI),Population density,SDG 6.4.2. Water Stress,Total renewable water resources per capita,Total population with access to safe drinking-water (JMP),Poplulation ages 65 and above,latitude
110,Chile,29.420000000000012,0.6253491911111269,26844.656416815356,8.511251361414367,3012.527883755556,32.67811420145557,14.931828114160112,19337.43185558915,110.3466666666668,29.418777037411928,-35.6751
111,Djibouti,-0.0013885715428570977,-0.2698481133333246,3322.7194348755293,0.0,114.21036444444678,64.88690958224424,10.356190474800002,-329.8285131067896,108.63999999999976,-9.419300459325314,11.8251
112,United Republic of Tanzania,8.044399999999968,31.654889091111272,1189.3858816422107,0.025843750000000006,1234.8245554377818,86.28044071321074,21.749968741200007,-1707.2576679566992,57.83466666666665,106.784918025136,-6.369
113,Jordan,0.6945704444444525,0.17325068666670518,6016.566698351089,0.04976844444444439,30.26824866066727,165.49416418534338,139.19337956498885,-202.7651902628022,97.48533333333344,-12.27288369461894,30.5852
114,Russian Federation,20.698661027600394,-2.4866676266665877,28925.433467786643,7.380668797599128,499.1079333333341,8.111133960986663,1.1896539446399572,32548.65422626669,101.50799999999995,-11.841619111597538,61.523999999999994
115,Lithuania,0.13239699999999832,-9.826322306666839,38192.48661634652,-6.052706769500105,532.5822857466669,26.810952339466667,-43.113139555121506,11061.496436733316,109.06533333333323,5.125926600769162,55.1694
116,Mali,9.924780952199967,-0.47251275333428566,1331.111016656665,-0.009503759371428666,541.9011386316654,21.418585291521026,15.633190229342858,-3452.943990123342,141.23599999999988,0.5819436069577932,17.5707
117,Israel,0.9700220586733366,-2.683276876666781,66796.1981543221,0.12025787139333388,352.1654259340012,552.8388252385557,73.74036373455601,-61.86765961011224,100.00000000000007,17.709861434996128,31.0461
118,Egypt,73.78647999999998,-1.6391929533334633,4311.759234504425,3.3127520000001054,92.92245609466806,138.6564548834449,159.43456983732244,-124.74185139278416,107.21466666666663,10.93660032004118,26.8206
119,Uganda,0.37658370354888593,0.46668605000036223,898.3542315755476,0.07318088859444494,1540.5374630000006,256.0829009279314,9.28528175865884,-1946.0504528966267,129.88533333333316,14.600041538476944,1.3733
120,Hungary,-0.7355332125722001,-10.191513323333197,26242.547784819966,5.040595294690057,600.8744973697768,96.40225176611114,8.449859156596808,11431.818240105538,105.50266666666667,2.7029425383079797,47.1625
121,Mexico,78.37692000000095,-2.70904143444443,17773.570709377702,7.023499999999998,918.7962963333348,89.39410280365541,43.755617503619305,508.28554508218076,114.08533333333298,23.602740865200758,23.6345
122,Eritrea,0.8334000000000081,25.977085060000206,2511.129530960068,-0.06516300000000141,278.2800000000002,47.814603735000674,14.7038018514601,-21.81243202002952,73.41200000000038,-40.01571621000767,15.1794
123,Ireland,0.2234142222222224,-12.889279585555641,120791.49144873116,-0.5823589743785931,1326.3092405422221,84.22519144287776,1.3294351162142277,6771.819321477786,100.17200000000003,2.7152064070105553,53.4129
124,United Arab Emirates,6.491093174683385,1.3973512600000308,48196.01600744395,-0.006284111109528645,55.303652696133895,212.01668479521595,3003.1906355123865,-150.52049108149004,99.416,37.41043043136597,23.4241
125,Fiji,0.09050989020000033,-1.8288607222222026,8587.8396456255,0.014378901171428593,2037.7189684810983,61.485534202744475,0.5439087016285669,19293.902745466563,109.3026666666666,73.04233719408512,-16.5782
126,Guinea,-0.16066387768571389,16.471578836666723,964.5774511155596,0.10063032974285724,1494.4413969955567,72.03934921147766,0.5547430258000006,-8568.395808622241,108.86266666666688,12.138311684131622,9.9456
127,Oman,2.2499669628533283,0.3714635733333722,32728.656318816356,0.3015374819066654,0.9556137032675451,21.22514469875989,159.33351993146653,-574.5307706133317,115.43066666666641,-22.838896952569485,21.5126
128,Ghana,1.7011437038433286,-3.3392838188888163,3199.823795308883,0.14087851837888943,964.8831994100037,182.66202053908773,9.764249410302256,-1227.3503883355588,130.9066666666663,-0.24536776915192604,7.9465
129,Guinea-Bissau,0.26912000000000447,44.4527698444445,655.3557254488869,0.02563973333333358,947.6178395555617,71.39072376892159,2.7232136754000464,-3607.6378804997075,135.0346666666669,8.24590812716633,11.8037
130,Lebanon,0.7946376607066725,3.7944684233333428,16150.321349419886,1.297894745122207,347.2979530891098,905.4640965253275,76.49735836409991,-312.6947661331069,129.07800000000066,6.05638475343585,33.8547
131,United Kingdom,0.8251506666666941,-0.8348823511111192,83863.90406396054,-8.352120000000241,1240.016969132892,301.74850147533357,6.3860853767616845,1917.5220694033378,100.00000000000007,21.25676424987614,55.3781
132,Turkmenistan,31.238927891200035,2.3606331333340904,16277.528869040078,2.1704263389400325,-27.907306666667864,16.36595659488006,178.1043894520003,1742.4628691866528,62.40200000000001,-3.7905537113547325,38.9697
133,Japan,49.34074761904748,-2.0141107344445004,76842.28653666447,5.824584127785613,1589.2149414411106,372.04655040444436,32.523130089214135,2995.5132933522145,100.00000000000007,9.74783502239734,36.2048
134,Iraq,41.308375555555685,-4.438118969999664,8815.86630365331,8.951336825497833,164.92875239133264,126.48021012925483,75.93644604362248,-1799.8600059111486,99.7399999999999,43.8806862719357,33.2232
